time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-03T05:25:20.355Z,1.0057,-28.181,10,5.2,mb,,41,10.271,0.48,us,us6000d55a,2021-01-29T13:33:22.040Z,"central Mid-Atlantic Ridge",earthquake,8,1.4,0.047,151,reviewed,us,us
2021-01-03T05:24:15.663Z,25.9065,128.5553,10,5,mww,,59,0.959,0.49,us,us6000d556,2021-01-29T13:14:18.273Z,"Ryukyu Islands, Japan",earthquake,6.1,1.8,0.075,17,reviewed,us,us
2021-01-03T04:57:49.272Z,-19.056,-172.847,10,5.1,mb,,78,2.761,1.14,us,us6000d54w,2021-01-29T01:18:37.040Z,"127 km ESE of Neiafu, Tonga",earthquake,8.8,1.5,0.067,75,reviewed,us,us
2021-01-03T03:27:17.347Z,-52.1475,-4.9906,10,5.1,mb,,61,19.619,0.98,us,us6000d54g,2021-01-29T01:04:52.040Z,"southern Mid-Atlantic Ridge",earthquake,11.4,1.7,0.092,38,reviewed,us,us
2021-01-03T03:21:42.646Z,-52.1755,-4.908,10,5.1,mb,,50,15.985,0.73,us,us6000d54c,2021-01-29T00:52:45.040Z,"southern Mid-Atlantic Ridge",earthquake,9.4,1.5,0.082,48,reviewed,us,us
2021-01-02T23:21:18.144Z,-62.3706,-58.3091,10,5.2,mww,,85,0.212,0.75,us,us6000d53i,2021-01-14T02:36:46.040Z,"South Shetland Islands",earthquake,5.3,1.7,0.089,12,reviewed,us,us
2021-01-02T20:35:57.693Z,4.3285,138.0206,13.45,5.3,mww,,34,7.307,0.65,us,us6000d533,2021-01-13T03:23:00.040Z,"Palau region",earthquake,8.5,3.5,0.065,23,reviewed,us,us
2021-01-02T18:45:28.711Z,14.5873,56.2762,10,4.5,mb,,72,13.511,0.94,us,us6000d7sn,2021-01-29T23:00:09.040Z,"Owen Fracture Zone region",earthquake,12.1,1.9,0.108,29,reviewed,us,us
2021-01-02T16:36:34.402Z,-5.1569,153.0172,44.93,4.7,mb,,134,1.282,1.27,us,us6000d51z,2021-01-02T17:10:32.040Z,"122 km SE of Kokopo, Papua New Guinea",earthquake,9.1,6.7,0.102,29,reviewed,us,us
2021-01-02T13:59:26.125Z,-1.9216,122.5472,10,4.6,mb,,107,0.902,1.42,us,us6000d551,2021-01-03T05:18:15.040Z,"110 km SSW of Luwuk, Indonesia",earthquake,6.8,1.9,0.172,10,reviewed,us,us
2021-01-02T13:26:46.184Z,24.0282,122.3178,20.15,4.5,mwr,,73,0.676,0.46,us,us6000d50q,2021-01-02T13:52:50.678Z,"72 km E of Hualien City, Taiwan",earthquake,3.4,5,0.06,27,reviewed,us,us
2021-01-02T13:02:51.369Z,37.4002,71.882,114.73,4.5,mb,,74,3.666,0.55,us,us6000d50i,2021-01-02T13:39:40.040Z,"30 km ESE of Khorugh, Tajikistan",earthquake,4.5,14.4,0.18,9,reviewed,us,us
2021-01-02T12:09:06.932Z,-52.8755,21.1971,10,4.5,mb,,91,21.62,0.73,us,us6000d7sg,2021-01-24T13:58:40.040Z,"south of Africa",earthquake,15,1.9,0.181,9,reviewed,us,us
2021-01-02T11:57:41.889Z,-52.7006,20.4829,10,4.5,mb,,104,21.634,0.54,us,us6000d7se,2021-01-24T13:23:06.040Z,"south of Africa",earthquake,12.3,2,0.164,11,reviewed,us,us
2021-01-02T11:50:00.313Z,-27.7994,-176.0976,10,4.5,mb,,146,2.161,0.62,us,us6000d7sd,2021-01-24T09:58:55.040Z,"Kermadec Islands region",earthquake,12.2,1.9,0.192,8,reviewed,us,us
2021-01-02T11:15:48.996Z,-17.8249,-178.3677,552.92,4.5,mb,,113,3.411,0.76,us,us6000d4zx,2021-01-25T09:08:10.040Z,"246 km E of Levuka, Fiji",earthquake,6.9,7.4,0.064,71,reviewed,us,us
2021-01-02T10:03:18.016Z,-52.7519,21.4308,10,4.7,mb,,48,20.612,0.33,us,us6000d7su,2021-01-29T11:42:12.040Z,"south of Africa",earthquake,11.9,1.9,0.147,14,reviewed,us,us
2021-01-02T09:52:42.051Z,-52.7868,21.1476,32.97,4.5,mb,,95,20.397,0.17,us,us6000d7sa,2021-01-29T11:22:24.040Z,"south of Africa",earthquake,14.8,5.3,0.163,12,reviewed,us,us
2021-01-02T09:34:13.621Z,-18.963,167.6305,10,4.5,mb,,111,2.533,0.54,us,us6000d4z7,2021-01-28T12:53:16.040Z,"153 km SSW of Port-Vila, Vanuatu",earthquake,5.5,1.9,0.125,20,reviewed,us,us
2021-01-02T09:26:47.058Z,-19.0393,167.6144,10,4.5,mb,,109,2.46,0.44,us,us6000d7s8,2021-01-28T12:27:52.040Z,"162 km SSW of Port-Vila, Vanuatu",earthquake,7.9,1.9,0.127,18,reviewed,us,us
2021-01-02T09:23:36.873Z,-52.9976,20.94,10,5.1,mb,,38,20.096,0.52,us,us6000d4z6,2021-01-28T12:08:24.040Z,"south of Africa",earthquake,10.9,1.8,0.087,43,reviewed,us,us
2021-01-02T08:40:21.557Z,-23.4957,-68.8815,96.06,4.5,mb,,43,0.843,0.78,us,us6000d4yw,2021-01-17T11:24:48.040Z,"95 km SW of San Pedro de Atacama, Chile",earthquake,3.8,6,0.115,22,reviewed,us,us
2021-01-02T08:34:21.366Z,-5.839,153.0949,32.75,5.1,mww,,92,1.881,0.64,us,us6000d4yv,2021-01-17T11:21:01.040Z,"189 km SSE of Kokopo, Papua New Guinea",earthquake,4.9,4.6,0.086,13,reviewed,us,us
2021-01-02T06:33:22.026Z,-4.4028,138.204,150.65,4.6,mb,,49,6.122,0.71,us,us6000d4y4,2021-01-17T11:13:04.040Z,"Papua, Indonesia",earthquake,9.7,8.1,0.119,21,reviewed,us,us
